"Type (Restaurant = 0, Hotel = 1, Activity = 2)",Name,About information,Average rating,Latitude,Longitude,Family Friendly (1/0),Cost (average),Operating hours: Opening time,Operating hours: Closing time,Customer reviews,Accessibility rating (1-5),Capacity
1,Sonder The Wellesley,"Set in a Victorian mansion, this elegant boutique hotel is across from the Wellesley subway platform and 1 km from the Mars Discovery District.
The antiques-furnished rooms feature period details and modern amenities like flat-screen TVs and individual climate controls, in addition to free WiFi. Upgraded rooms add high ceilings.
Luggage storage can be arranged.",3.3,43.66556702,-79.3829353,1,163,16:00,11:00,"-Easy access to a simple but affordable hotel right at the metro station. Full access to Netflix etc and clean. The bed was very confortable. The outside looks a bit like a spooky manor but inside it’s all modern and well designed. Everything is available.                         -I love staying here, location is great, the rooms are cozy. This just time my room was freezing cold because there heater wasn't working. The unfortunate part I contacted them but I didn't get any response or acknowledgement, which was really disappointing. I wanted to go buy a space heater but was only there for two nights, they should really improve their customer service.",3,400
1,Cambridge Suites Toronto,"Set among the shops and restaurants of Downtown, this upscale, all-suite hotel is a 3-minute walk from the Toronto Eaton Centre mall and 7 minutes' stroll from lively Yonge-Dundas Square.
The warm suites offer microwaves, minifridges and coffeemakers, plus separate sitting areas and flat-screens. Wi-Fi is free. Upgraded suites add free breakfast, pillow-top beds and high-thread-count sheets, plus whirlpool tubs and pull-out sofas. Some have kitchenettes and split levels.
Amenities include a rooftop exercise room, a business centre and a stylish restaurant.",4.2,43.65226615,-79.37809696,1,164,0:00,0:00,"-I don’t usually leave reviews but I can’t help but rate this hotel a 10/10. I’m beyond impressed by everything. The rooms are HUGE and kept very clean. The location is wonderful, you’re so close to everything if you choose to stay here. The price is also something you can’t beat. I’m so impressed and will be staying here the next time I come to Toronto. I noticed at night they have security standing by the door and you can’t enter after a certain time of the evening without swiping your room key, which made me feel extremely safe and secure. Love this place and can’t wait to be back!!                                -With clean rooms and comfortable beds. I highly recommend this hotel.
It's a short walk to the nearest subway station so getting around is nice and easy.
Cannot stress enough how much I enjoyed the fact that the room was clean and comfortable.",4,750
1,Econo Lodge Inn & Suites Downtown,"This budget hotel is 1.8 km from the Four Seasons Centre and 2.8 km from the CN Tower.
Straightforward rooms feature desks, free WiFi and TVs. Upgraded rooms include whirlpool tubs, minifridges and microwaves. Suites offer 2 levels and separate living rooms.
Amenities include complimentary continental breakfast and a business center.",3.3,43.66086668,-79.37565079,1,140,2:00,11:00,"-This is a good centrally located hotel that is very clean and very well priced for its location. I know it has a reputation, but stayed here for one nite and never experienced anything out of the ordinary. The hotel itself is very clean and the rooms the same. Again, you could pay the high end cost for a more reputable hotel, but if you want prime location (walking distance to everything downtown) and reasonably priced as I said, this is the go to hotel!!                                                                                                                                                                                                                                                            -This hotel was a in a great location, friendly staff. Breakfast was not good at all cereal and toast, but did have complimentary coffee 24/7. Room was clean and modern although the halls do have old carpet and smell a little off. Bathrooms were really clean and remodeled overall good value.
",4,700
1,Hampton Inn & Suites by Hilton Toronto Downtown,"Enjoy recreational amenities such as a fitness center and bicycles to rent. Additional amenities at this hotel include complimentary wireless internet access, concierge services, and wedding services.",4.7,43.66199943,-79.37638685,1,178,15:00,12:00,"-Hotel was really great. The whole hotel seems to have been recently renovated and the rooms are big and clean. Hotel staff was very helpful and were always happy to help! The included breakfast is way ahead of most hotels for a complimentary breakfast. Hot food and a good selection. The location is perfect, less than 10 minutes from the subway and next to a streetcar stop. Hotel is almost in the heart of downtown so it's easy to come and go as you want during the day. I recommend this place and would definitely like to go back again!                     -Hotel is centrally located about 15 minute walk from Yonge street. I arrived late evening and was greeted by friendly reception staff. Received a complimentary upgrade and some free snacks for being a gold member. Room was huge and comfortable. Breakfast was nice, normal standard for a Hampton.",4,1000
2,Toronto Metropolitan University Community Park,Small public university campus park with an ice rink from November to February & some benches.,4.4,43.65990805,-79.3792967,1,0,8:30,16:30,-A good place to sit around and breathe in fresh oxygen in summer. You can do walks around the guad for exercise. There is also the university gym underground.                                                                                -I just discovered they have bouldering here and came for the first time. It wasn't very busy around 6 pm but gradually became more packed. Lots of friendly folks and you can boulder late with the lights from the surrounding buildings. You'll need to bring your own crash pad of course.,2,350
2,Royal Ontario Museum,"Sprawling natural history & world cultures galleries, plus dinosaur fossil skeletons.",4.7,43.66884896,-79.39508955,1,26,10:00,17:30,"-Very cool so many things to look at it’s almost overwhelming! I recommend spending 3-4hours here so you can see everything, they have a great little cafe on the main floor and all of the staff were very nice and helpful. I am very interested in the provenance for the totem poles that go throughout the main staircase and wether or not they have came here ethically or if they are a stolen colonial souvenir from the West Coast, any information would be lovely and most appreciated!                                                                        -One of the best museum I ever visited. Clean and organized and friendly staff. Different sections with a complete guide. Only concern is parking space specially on the weekends. I highly recommend this place",4,450
2,Captive Escape Rooms Downtown Toronto,"You know the deal. You and your friends are going to be locked in Toronto's most realistic escape room for 45 minutes, and it's going to take all of your courage and cunning to escape!",4.3,43.65829358,-79.38418905,1,35,10:00,0:00,"-Great time. Went to the captive escape rooms with my work team and we did the Blind Tiger room. Puzzles were fun and engaging. Staff is great and very kind.                                                                             -I had an incredible experience at Captive Escape Room in downtown Toronto. Doug, our guide, was instrumental in making it memorable. His assistance was invaluable, offering us extra time and patiently handling all the hints we required. Doug's dedication and helpfulness truly enhanced our escape room adventure. Highly recommend!",3,7
2,Casa Loma Escape Rooms,"The Casa Loma Escape Rooms feature five immersive games with live actors, perfect for a night out with friends and family at Toronto's majestic castle.",4.6,43.67924158,-79.40972502,1,46,10:00,23:00,"-We did the Murdock Mystery Escape Room. We've never done an escape room so really didn't know what to expect. Loved it, well done Casa Loma! The time slot we chose we were the only 2, so it did make things alittle more difficult. We did get some help from the actors, and after the hour, we were able to reflect on what we missed. Actors are very engaging, great job. Anyone considering buying tickets, do it!                                                                                                                                                                                                                                                                                                             -So much fun! The character interacting with you adds another level to an already amazing escape room!  We did Station M with 12 people, definitely one of the harder ones we’ve done. But we escaped with a few seconds to spare!",3,10
2,Levelup Virtual Reality (VR) Arcade,Contemporary arcade featuring over 80 different virtual reality games for groups & individuals.,4.9,43.67013644,-79.38537488,1,29,11:30,0:30:00,"-This is a new and unique experience for kids and adults alike! Plenty of room for multiple groups to all play at the same time. The customer service was fantastic as the employees were regularly coming around to check on the players and were there instantly whenever someone pressed the help button  to walk them through a game or using the equipment. Will definitely come back soon!                     -Great VR location and setup.  Very spacious and well kept.  Layout is efficient and all equipment is cleaned before/after use.  Staff are monitoring and can help out without even needing to call for help.  Brought my kids (smallest was 8 years old), and had games that they enjoyed.  No hesitation in recommending Levelup.  The staff were friendly and helpful.  Washrooms were clean and well kept.  Good job! A+",3,65
2,Mackenzie House,19th-century row house museum dedicated to historic politician & publisher William Lyon Mackenzie.,4.7,43.65581007,-79.37835334,1,7,11:00,16:00,"-The print shop is beautiful. Unfortunately, aside from that room, the house is empty right now. The staff was very nice and shared very interesting facts about Toronto. They do organize workshops and events that I think are worth checking out. Overall, I enjoyed my time at the museum. I would definitely recommend a 1-hour visit!                                                                                                                                                                                                                            -This is a wonderful little museum dedicated to Toronto's first mayor and the Grandfather of Willian Lyon Mackenzie King. The house is in poor shape due to a flood, but the staff do a great job describing how the house used to look. The print shop is very interesting.",2,35
0,Spring Sushi Toronto (4th Floor),"Brightly lit, spacious place for Japanese & Thai cuisine, with a patio & touch-screen food ordering.",4.2,43.65708603,-79.38061014,1,25,11:30,22:30,"-Maybe 3 1/2 stars. The food was decent, fresh, and we got a great table by the window in the corner overlooking the square. I’ve had equally good all you can eat (the place on Dundas near Chestnut) but less slick and less expensive than this place. Not sure I liked the iPad ordering thing, and the table service was good but like other reviewers I got snotty vibes from the hostess desk when we got in.                                                                     -Modern all you can eat Japanese restaurant that uses a tablet as a menu and to order from.  Lots of items to choose from including specialty items for an added cost.  Good place to take family.",3,40
0,Mogouyan Hand Pulled Noodle,"Skewers, housemade noodle dishes & other classic Chinese fare in a relaxed restaurant with delivery.",4.4,43.65611903,-79.3845106,1,25,11:30,23:00,"-We went for dinner on a Tuesday night and got a booth for 2 immediately. The interior was bigger than we expected. We ordered $13.5 regular classic beef noodles and $15.95 braised beef noodles. The dishes were on par with the best we've had before. The noodle texture was great, and the portion was large with a good amount of beef and radish. My only few nitpicks are that one of the menus was worn out to the point that we couldn't read some parts, and the classic beef was very soft and fell apart easily. Note that the spice levels are quite mild, even with a mediocre spice tolerance (the server said kids are fine with 1 pepper spice level)                                                                                                                                                       -The noodles were excellent and reasonably priced! I also enjoyed my Northern China Lights cocktail, although it was quite pricey. There was a bit of a line for dinner, but the line moved relatively quickly so it wasn't a big deal. I'll be back again when I'm craving hand pulled noodles in the area.",3,35
0,Trattoria Mercatto,"Chic, upmarket Italian place featuring elevated Italian cuisine & an expansive wine list.",4.1,43.65476838,-79.38118466,1,25,12:00,21:00,"-I have been coming here for years when visiting in Toronto, the food and service have been always great, and perfect location after some shopping. Very grateful for the hostess to notice my mom was walking with a walking stick, she immediately change our table to the lower floor to avoid the climbing. Simply Thank you.                                                                                                                                                                                            -Amazing food and the olive oil to melt in. I asked my amazing server to let me have the rest of my olive oil, and he generously wrapped them for me. I literally ate them with baguette the next day. Besides the great food, definitely try their desserts. They're so good.",3,40
0,Red Lobster,Lively chain restaurant serving American seafood standards amid New England-themed decor.,4.2,43.65672448,-79.38150653,1,25,11:00,22:00,"-It was our first time at Red lobster and we got the all you can eat shrimp which was amazing! Our favourites were the garlic butter shrimp and the grilled shrimp skewer with fresh lemon. The garlic butter shrimp was very flavourful and always served hot and I definitely suggest trying it.

The island jumbo coconut shrimp was nice and had a slightly sweet taste to it. The popcorn shrimp and Walt’s favorite shrimp were alright only because the breading didn’t add any flavour and the oil it was prepared in made it taste a bit bitter. I wouldn’t get those two options again.

The service was great and our waitress was very friendly :) I would definitely come back just for the garlic butter shrimp and their cheddar bay biscuits!                                                                                                   -Service and food preparation were on point at this location!

It's been years since my partner and I had red lobster so we decided to pop in and try their endless shrimp. Food was prepared well, portions were good, and value is excellent. Tastes and flavours were just as I remembered, basically butter and salt, but expectations were met and everything was cooked well.

Service was absolutely amazing and our server Sherif went above an beyond to be accommodating and ensure we were well taken care of. Definitely made our experience extra enjoyable and would be back strictly because of the service.

While there's many better options for seafood across the city, Red Lobster holds that iconic family seafood restaurant status and this location holds up well. Great for a date or family outing, we'll definitely be back when craving some buttery biscuits and endless shrimp!",3,35
0,Grillies (Dundas & Jarvis),"Looking for a quick bite or planning a get together, look no further, we have got you covered with delicious food like we have been doing for others for many years now.

",4.4,43.6570194,-79.37542467,1,15,0:00,0:00,"-Absolute steal for your money. The burgers are top 5 in the city for less than $10 each. All of the employees are so nice and hard working. Khushi, Sanish, Vishal are incredible people and definitely deserve raises. They catered to my every need and I’m so relieved every time I see them. I’ve seen them able to handle a rush and get every order perfect. On top of that they made great conversation and made the whole experience one worth telling others about. 12/10 definitely recommend. I’m here at LEAST once every week - if not for the great food, but the amazing customer service. Plus, the music is always on point. The place itself is always clean and the orders are dished out QUICK.
Thank you grillies for always being there for me (open 24hrs).                                                                                                                                                                  -In 35 years of eating food, this place makes the best burgers in the world. 10/10. Almost made me cry its that good. Double cheeseburger, sweet bbq sauce, cheddar, and the onion rings are the best ive ever had.",2,30
1,Hotel Victoria,"Dating from 1909, this elegant hotel is a 2-minute walk from King Station subway stop, a 7-minute walk from St. Lawrence Market and 2 km from the landmark CN Tower.
Sleek rooms with hardwood floors and pillow-top mattresses offer free Wi-Fi, and flat-screen TVs with premium cable channels, plus coffeemakers. Upgraded rooms add smart TVs and minifridges.
An airy, casual restaurant with high ceilings offers breakfast and lunch for a fee.",4.1,43.64840224,-79.37778955,1,178,15:00,11:00,"-Very nice, no frills hotel. It's in a perfect location for my weekend. The staff are very friendly and do their job well. The one lady named Aisha has stood out like a jem. Aisha was sincere, kind, and went out of her way to make us feel welcome and was so accommodating. She is an amazing person, and she made this a nice experience for my son and I, so thanks                                                                                                                                                                          -Stayed here for a Leafs game. We took the Go Train to Union Station and it was literally around the corner, location is perfect. Room is very small just a bed a bathroom but that’s all we needed, and for the price point it was well worth it. Hot water for shower worked before we left for the game, then tried to have a shower when we got back from the game and no hot water. Would definitely come back as the location was great and best price we found.",3,700
1,The Ivy At Verity,"In a converted 1850s chocolate factory in the Queen Street East District, this elegant boutique hotel inspired by classic European style is a 9-minute walk from Old City Hall and a 7-minute light-rail ride from the Canadian Opera Company's performing arts centre.
The 4 luxe rooms mixing vintage-style and contemporary decor with high-end furnishings feature balconies overlooking a 19th-century courtyard, flat-screen TVs, Blu-ray players and Wi-Fi.
A contemporary restaurant serves international cuisine in a chic dining room and a garden. A colourful lounge serves afternoon tea and light dinners. In-room spa services have a surcharge.",4.6,43.65359932,-79.37440702,1,271,16:00,11:00,"-What a wonderful Hotel!  This hotel has a small number of rooms and they are booked months in advance.  The Hotel is  rather discreet from the street, but once inside it is absolutely beautiful.  Nicely decorated with a wonderful collection of a variety of art.  The room was large and the bathroom is to die for.  The bathroom is larger than some hotel rooms I have been in.  The accommodations are outstanding with top of the line accoutrements. Everything was better than First Class.  The staff is very accommodating and George the concierge and Cecile the manager made sure that everything was taken care of.  They have numerous meeting rooms, outdoor patios both private for the rooms and a large one able to take care of several groups.  Breakfast (Continental) was excellent.  Next time in Toronto I hope I know long enough in advance to be able to reserve a room at the Ivy!  I would give them more than 5 stars.                                                                                                                                     -Location pretty central, just a few blocks from Yonge. Lovely spacious rooms, just one of four at the Verity, each with gigantic bathrooms. Shower and soaking tub includes with a selection of bath salts. Complimentary breakfast was delicious and a very special touch! Attentive kind staff at the front desk. Also visited the spa for a circuit- complete with an ozonated pool, whirlpool, ir sauna and steam room. Plenty of quiet nooks to relax and unwind. Highly recommend for a weekend getaway to pamper yourself!
If there was anything to add, it would be to add some eucalyptus essence for the steam room!",4,800
1,Canada Suites,"Set a 5-minute walk from College Station subway stop, this modern all-suite hotel is set in a high-rise building. It's an 11-minute walk from Downtown, and 1.3 km from the University of Toronto.
The casual, apartment-style suites offer kitchens, fireplaces and balconies, as well as flat-screen TVs, iPod docks and washer/dryers. Wi-Fi is free.
There's a relaxed Italian eatery, plus a terrace with seating. Other amenities include an indoor pool and a hot tub, plus a gym and a convenience store.",4.2,43.65969709,-79.38276662,1,180,16:00,11:00,"-Excellent building , Quiet, clean with excellent view, Great walking access to all areas of downtown Toronto. Stayed for 9 nights with no issues with anything. Canada suites were very friendly and helpful , handled everything remotely and met us in lobby as agreed . Would recommend as good value and will use again in future.
Everett.                                                                                                                                                                                                                                                                                                                                -Everything was excellent during our staying in the apt. Location is fantastic. Staff was friendly and attentive. Spacious rooms, beds super comfy and the kitchen is equipped with everything needed.",3,750
1,The Omni King Edward Hotel,"Dating from 1903, this posh hotel in Downtown is a 2-minute walk from King subway station, 16 minutes' walk from the Metro Toronto Convention Centre, and an 11-minute walk from shopping at the Toronto Eaton Centre.
Elegant rooms have flat-screens, iPod docks and Wi-Fi (fee), plus Keurig coffeemakers. Upgraded rooms add sitting areas. Suites offer living rooms; an upgraded suite features 2 fireplaces, a kitchen and a dining area. Club-level quarters have access to a lounge with free breakfast. Room service is offered 24/7.
There's a polished restaurant and a swanky bar, as well as a spa, a fitness centre and meeting space. Parking is available.",4.6,43.64970927,-79.37599719,1,326,15:00,12:00,"-What an amazing hotel. From the time we pulled up to the door to the time we left the service was impeccable.  Doormen, reception and all the other staff...so attentive, caring and friendly.
The Consort Bar was comfortable with a great vibe. Food was very good. Service was also excellent. A special thank you to Valentina. It's as though she knew what we needed before we asked.  Lovely lady and great server. I have mobility issues and everyone went out of their way to help me.
The suite was clean and nicely appointed.  Bed and pillows comfortable.  If I had one thing that I would change...I would ensure a south facing room. The noise from the street cars was very loud and disturbing.  That said...we will definitely be back.                                                                                                                                                                                                                                                                -This was my first time staying at the King Edward and it definitely won't be my last! I had the best hotel service from Madeleine and Brian who were so courteous and helpful and took my stay from a 5/5 to 6/5! The rooms were plush and beautiful and super spacious (love the tall ceilings too). I also had the chance to go to the Mokara Spa and had such a delightful experience there too, and it's amazing to stay in a hotel where there's a full service spa. I'd encourage anyone when they stay here to go on a walk of the hotel, there's so much rich history here. And the best part? The cost was surprisingly reasonable given the outstanding service and heritage/beauty of the hotel. Thank you King Eddy!",4,1000
1,The St. Regis Toronto,"On a bustling street and 5 minutes by foot from the nearest subway station, this luxury high-rise hotel is 5 minutes’ walk from shopping at the Toronto Eaton Centre and 17 minutes’ walk from the landmark CN Tower.
Accommodations range from plush rooms with city views to chic 2-bedroom suites with kitchens, living rooms and 8-seat dining tables. All feature flat-screen TVs and free Wi-Fi, as well as minibars, tea and coffeemakers, and safes. Room service is offered 24/7.
Amenities include a fine-dining restaurant, a posh lobby lounge and a spa. There’s also an indoor pool, a hot tub and a gym, plus 14 event rooms and parking (fee).",4.7,43.64997094,-79.38033556,1,553,15:00,12:00,"-Fabulous rooms, excellent service and a wonderful cocktail lounge in the main lobby. Location was excellent as well. Rooms were extremely clean and modern. When checking in to the hotel, look for Mark. He is extremely professional, kind and goes above and beyond. Had the pleasure of dealing with on both our visits. Look forward to our next stay at the St. Regis Toronto.                                                          -Absolutely perfect in every area. 2nd to none, St Regis is our favorite place to stay in Toronto. The do not miss in every area from knowing your name upon entry, offering directions or water when through the lobby, smiling and greeting 24/7 with a wave and words to the fresh clean look and smell of every part of the hotel. They obviously hit on all major places but they are aet apart with the little things. The rooms are outstanding in design and detail. Turn down service to products in room are spot on. We have stayed Everywhere and many yes are excellent but the St Regis is above excellence.",4,1200
2,The Distillery Historic District,"A collection of boutiques, galleries, cafes & restaurants takes the place of a former distillery.",4.6,43.65081996,-79.35904727,1,20,10:00,18:00,"-I've travelled to Toronto from Saskatoon 20+ times and this was my first time visiting the Distillery District. I know it's renowned for its Christmas Market but I went in February, on a quiet Monday afternoon. It's a beautiful little area, lined with cobblestone streets and historic buildings. The buildings are now filled with independent boutiques and eating places. There are lots of unique spots for photo ops. I wouldn't rank this as a must-do/must-see for travellers outside of the holiday season but if you have time to just stroll around and/or enjoy shopping at unique independent boutiques, the Distillery District has a beautiful vibe.                                          -Good place to meet friends and walk around.  Winter time is somewhat empty UNLESS you go during the light show is for a limited time so check the schedule.  The shopkeepers are friendly and make you feel welcome.",2,200
2,Toronto Old City Hall,"Built in 1899, this Richardsonian romanesque civic building showcases a clock tower & gargoyles.",4.6,43.65306319,-79.3817156,1,0,8:30,16:30,"-This historic building was completed  in 1899 after 11 years under construction. The Romanesque-style architectural design of the interior and exterior has animal and human cravings throughout the building are magnificent. The prominent clock tower is still in good working condition. This landmark is a must see heritage site.

The public can still go into 60 Queen Street for minor traffic offences. The city is still hearing matters there until they move to Front and the Esplanade while that courthouse is built.                                                                                                                                                                                                                              -The exterior of this grand historic building, constructed in Romanesque style in 1889 (completed in 1899), with a prominent clock tower, is impressive and one can spend a good deal of time admiring the details of its design. The building appeared to be locked, but we pushed open a heavy door to discover that it was indeed open. There were strict security procedures in order to enter, as the building now operates as a court house - the largest and busiest in all of Canada. The magnificent interior with its mosaic floor, columns, gargoyles, old elevator shaft, caricatures of Councillors, staircase and stained glass window was well worth a visit.",3,400
2,Toronto Island Park,"Scenic vistas of the Toronto skyline are a main attraction at this lush, grassy recreation area.",4.7,43.62337375,-79.37467589,1,0,9:00,17:00,"-It is possible to walk the full length of the Islands, however, a bicycle is highly recommended for getting around more quickly. This enables one to explore the 3 main islands: Ward Island with its quaint and picturesque residences, Centre Island which is the entertainment hub and Hanlon Island, known for being natural. One can also bike across the connecting bridges to some of the smaller islands. There is something for everyone - stunning iconic views of the Toronto skyline, beaches, Centreville Amusement Park, boating, picnic areas, historic lighthouse, to name a few. Also cafes and restaurants, toilets and bike rental. We rented our bikes on the mainland and took them across on the ferry. This allowed us to explore further once we returned to the mainland, before handing our bikes back.                                                                                                                                                                                                                            -This is one of the best parks in town for a quick getaway trip. Easily accessible from the heart of downtown Toronto, It has a great view of the skyline, areas where you can watch the sunset, loads of picnic area, multilple beaches, bike rentals, and much more to do! It does get very crowded in summers. The view does not get old, though!",2,1000
2,High Park,"Sprawling park with hiking trails, a zoo, sports fields & a large children's playground.",4.7,43.64699818,-79.46394779,1,0,0:00,0:00,"-I recently visited the park, and it exceeded my expectations in every way. The vast open spaces allowed for serene walks, while the diverse terrains added an adventurous touch. The small zoo was a delightful surprise, offering a charming variety of animals. The lakes added tranquility, making it a perfect spot for picnics. A truly immersive experience that caters to all ages and interests.
Just that carry some food and snacks with you, because once you enter, there is no place to eat, just one or two eateries, but most of the times it is close.                                                                                                     -I absolutely love this park. It's a large park with tall wide trees and unleashed areas for dogs to run free. Long wide paths to walk, jog, and bike ride. There's a sports area as well as a performance stage for entertainment. You'll see squirrels and cute chipmunks running around. There's also a little zoo on the grounds, and it's gorgeous in the fall.",3,1200
2,St. Lawrence Market,"Spacious market with 100+ vendors, bakers, butchers & artisans, with produce & antiques on weekends.",4.6,43.64935553,-79.37163123,1,0,9:00,19:00,"-First-time visitors to St. Lawrence Market on weekends will find it moderately crowded with a 60s spirit, offering a plethora of unique items from around the world, as well as organic and Ontario-grown produce, meat, veggies, souvenirs, and kitchen supplies. You are sure to find something that captures your heart. Additionally, I was impressed to discover the second floor for the first time, having missed it on prior visits. It’s definitely worth checking out!                                                                                                                                                                                                                                                -I had a great experience at St. Lawrence Market. It's a hub of fresh food, bakeries, and fruits, all of excellent quality. The market has a farm market vibe, although being in the core of downtown, it's understandably a bit more expensive.

I particularly enjoyed the variety of offerings. However, it's worth noting that some food stores within the market only accept cash, so it's a good idea to bring some with you. Despite this minor inconvenience, the overall atmosphere and the quality of the goods make it a worthwhile visit. Highly recommended for those looking for a diverse and fresh food market experience in the heart of the city.",3,350
